name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,stations,source
"Kandy, Sri Lanka",2023-01-01,82.8,58.4,70,84.1,58.4,70.1,61.5,76.1,0,0,0,,59.2,12.2,213.6,18.2,8,2023-01-01T06:19:39,2023-01-01T18:02:01,0.3,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-02,84.5,61.6,70.2,86.4,61.6,70.4,63.1,79.3,0,0,0,,63.6,14.1,213.5,18.5,7,2023-01-02T06:20:04,2023-01-02T18:02:32,0.34,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-03,82.5,61.1,69.5,84.6,61.1,69.7,64.1,84.1,0.024,100,25,rain,50.5,14.1,203.6,17.6,7,2023-01-03T06:20:29,2023-01-03T18:03:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-04,83.1,62.7,70.4,84.9,62.7,70.5,64.3,82.3,0.016,100,16.67,rain,80.6,14.1,209.9,18.1,8,2023-01-04T06:20:53,2023-01-04T18:03:34,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-05,85.9,65.4,72.5,89.5,65.4,72.9,66.6,82.8,0,0,0,,64.4,13.4,172.3,14.7,7,2023-01-05T06:21:16,2023-01-05T18:04:05,0.44,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-06,77.1,67.7,71.5,77.1,67.7,71.5,68.6,91,0.277,100,29.17,rain,84.9,9.8,125.1,10.9,5,2023-01-06T06:21:39,2023-01-06T18:04:36,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-07,79.6,67,70.6,79.6,67,70.6,68.2,92.2,0.366,100,25,rain,86.8,7.9,123.9,10.6,6,2023-01-07T06:22:01,2023-01-07T18:05:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-08,74.9,66.5,69.8,74.9,66.5,69.8,67.6,93.1,0.166,100,25,rain,94.4,10.8,132.1,11.1,5,2023-01-08T06:22:23,2023-01-08T18:05:37,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-09,80.5,64.8,70,82.7,64.8,70.1,65.6,86.7,0.016,100,16.67,rain,69.5,12.7,174.1,15.1,6,2023-01-09T06:22:43,2023-01-09T18:06:07,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-10,82,61.1,69.4,85.1,61.1,69.6,64.6,85.8,0,0,0,,59.7,13.9,203.1,17.4,6,2023-01-10T06:23:03,2023-01-10T18:06:36,0.61,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-11,83.3,59.8,68.5,84,59.8,68.5,61.9,81.2,0,0,0,,54.9,14.1,264,22.9,9,2023-01-11T06:23:22,2023-01-11T18:07:06,0.64,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-12,80.6,58.9,67.9,83.1,58.9,68,61.4,81.8,0,0,0,,69.9,14.1,269.8,23.2,9,2023-01-12T06:23:40,2023-01-12T18:07:35,0.68,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-13,81.7,57.8,69,84.3,57.8,69.2,63,82.3,0,0,0,,72.4,14.1,251.4,21.6,9,2023-01-13T06:23:58,2023-01-13T18:08:03,0.71,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-14,83.7,62.7,71.2,88.4,62.7,71.5,66.2,85.2,0,0,0,,58,13.8,203.3,17.6,7,2023-01-14T06:24:14,2023-01-14T18:08:32,0.75,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-15,86.3,65,72.2,89.9,65,72.5,66.9,84.8,0.02,100,16.67,rain,90,13.3,195.5,16.9,7,2023-01-15T06:24:30,2023-01-15T18:09:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-16,85.2,66.5,71.9,91.2,66.5,72.3,68.1,88.8,0.036,100,12.5,rain,90.1,8.8,177.8,15.2,7,2023-01-16T06:24:45,2023-01-16T18:09:27,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-17,78,66.6,71.2,78,66.6,71.2,68.5,91.5,0.243,100,25,rain,95.1,7.1,175.2,15,7,2023-01-17T06:24:59,2023-01-17T18:09:54,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-18,84,65.2,71,87.2,65.2,71.2,66.6,86.8,0.048,100,25,rain,75.6,11.7,195.7,16.9,7,2023-01-18T06:25:12,2023-01-18T18:10:20,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-19,84,62.1,69.5,84.5,62.1,69.6,61.5,77.2,0,0,0,,43.9,14.1,227.1,19.6,8,2023-01-19T06:25:24,2023-01-19T18:10:46,0.91,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-20,78.9,60,68.4,78.9,60,68.4,61.8,80.5,0,0,0,,49.8,14.2,205.3,17.6,8,2023-01-20T06:25:35,2023-01-20T18:11:12,0.95,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-21,72.6,64.5,67.5,72.6,64.5,67.5,65.8,94.4,0.106,100,20.83,rain,95.4,12.9,75,6.5,4,2023-01-21T06:25:45,2023-01-21T18:11:37,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-22,76.6,65.2,69.3,76.6,65.2,69.3,66.3,90.6,0.101,100,12.5,rain,99.1,8.5,69,6,3,2023-01-22T06:25:55,2023-01-22T18:12:01,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-23,77.5,66.3,70.9,77.5,66.3,70.9,67.3,88.4,0.03,100,4.17,rain,93.4,9.4,143.6,12.5,5,2023-01-23T06:26:03,2023-01-23T18:12:25,0.05,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-24,81.6,67.4,71.8,85.2,67.4,72.1,67.9,87.9,0.001,100,4.17,rain,92,10.4,161,13.9,6,2023-01-24T06:26:10,2023-01-24T18:12:48,0.08,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-25,84.2,63.1,71.1,88.2,63.1,71.4,66,84.9,0.008,100,4.17,rain,62.6,14.1,209.6,18.1,7,2023-01-25T06:26:17,2023-01-25T18:13:10,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-26,80.2,64.3,70.8,83.6,64.3,71,66.5,87,0.008,100,8.33,rain,88.4,13.5,195.9,16.8,8,2023-01-26T06:26:22,2023-01-26T18:13:32,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-27,78.7,65.4,70.1,78.7,65.4,70.1,66.8,89.8,0.001,100,4.17,rain,92.7,12.9,169.1,14.6,7,2023-01-27T06:26:27,2023-01-27T18:13:54,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-28,83.7,65.7,71.2,84.2,65.7,71.3,65.6,84.1,0.052,100,33.33,rain,69.4,13.2,193.5,16.8,8,2023-01-28T06:26:30,2023-01-28T18:14:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-29,81.1,60.5,69.3,84.2,60.5,69.4,64.2,84.9,0.016,100,16.67,rain,80.2,14.1,182.9,15.9,7,2023-01-29T06:26:33,2023-01-29T18:14:34,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-30,83.6,62.9,70.3,87.3,62.9,70.5,65.7,86,0.114,100,4.17,rain,67.1,13.5,209.6,18,8,2023-01-30T06:26:34,2023-01-30T18:14:53,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-01-31,75.9,66.6,69.7,75.9,66.6,69.7,68,94.6,0.269,100,20.83,rain,99.8,12.1,114.7,9.9,5,2023-01-31T06:26:35,2023-01-31T18:15:12,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-01,76.6,67.2,70.9,76.6,67.2,70.9,68.7,92.7,0.238,100,20.83,rain,97.4,11.5,166.2,14.4,6,2023-02-01T06:26:35,2023-02-01T18:15:30,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-02,81.9,66.8,71.7,87,66.8,71.9,68.6,90.2,1.814,100,25,rain,95.1,10.8,152.8,13.2,5,2023-02-02T06:26:33,2023-02-02T18:15:47,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-03,80.1,68.4,72.1,84.1,68.4,72.2,69.8,92.9,0.018,100,25,rain,86.6,9.4,135.2,11.6,5,2023-02-03T06:26:31,2023-02-03T18:16:04,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-04,84.1,66.6,73.2,89,66.6,73.6,68,84.9,0.056,100,16.67,rain,62.8,12.6,220.6,19.1,8,2023-02-04T06:26:28,2023-02-04T18:16:20,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-05,86.3,69,73.7,91.1,69,74.3,69.5,87.5,0.173,100,12.5,rain,88.9,8.9,173.5,15.1,6,2023-02-05T06:26:24,2023-02-05T18:16:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-06,77.1,66.6,71.1,77.1,66.6,71.1,68.2,90.6,0.173,100,12.5,rain,90.2,10.5,93.9,8.1,3,2023-02-06T06:26:19,2023-02-06T18:16:49,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-07,78.9,68.3,72.1,78.9,68.3,72.1,69.2,90.7,0.161,100,12.5,rain,73.8,11,142.9,12.4,5,2023-02-07T06:26:13,2023-02-07T18:17:03,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-08,86,66.5,73.2,89.9,66.5,73.7,67.3,82.8,0.012,100,12.5,rain,75.6,12.9,221.2,19,8,2023-02-08T06:26:06,2023-02-08T18:17:16,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-09,85.1,63.6,72.5,88,63.6,72.7,65.3,79.3,0.001,100,4.17,rain,57.9,14.1,239.3,20.6,8,2023-02-09T06:25:58,2023-02-09T18:17:29,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-10,84.1,65.2,72,87.4,65.2,72.3,66.6,83.9,0.028,100,25,rain,76.9,12.9,229.2,19.8,8,2023-02-10T06:25:49,2023-02-10T18:17:40,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-11,84.2,64.3,72.3,89.9,64.3,72.7,66.8,83.5,0.007,100,4.17,rain,83.1,12.1,218.6,19,8,2023-02-11T06:25:39,2023-02-11T18:17:52,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-12,86,66.3,73,90.4,66.3,73.4,67.7,84.6,0,0,0,rain,56.8,13,265.8,22.8,9,2023-02-12T06:25:29,2023-02-12T18:18:02,0.72,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-13,87.6,64.7,72,88.9,64.7,72.2,64.4,79.1,0.001,100,4.17,rain,40.6,12.9,280.1,24.2,10,2023-02-13T06:25:17,2023-02-13T18:18:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-14,85.9,61.6,71.8,89.6,61.6,72.1,64.7,80,0,0,0,rain,28.4,12.1,247.9,21.3,9,2023-02-14T06:25:05,2023-02-14T18:18:21,0.79,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-15,85.9,60.5,70.2,86.7,60.5,70.3,61.6,76.7,0,0,0,,23.6,14.1,287.1,24.8,10,2023-02-15T06:24:52,2023-02-15T18:18:29,0.83,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-16,85.5,58.9,69.5,86.4,58.9,69.7,60,73.1,0,0,0,,24.9,14.1,266.8,23.1,9,2023-02-16T06:24:38,2023-02-16T18:18:37,0.86,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-17,86,61.1,71.7,87.6,61.1,71.9,64.6,80.1,0,0,0,,32.9,14.1,241.3,20.8,8,2023-02-17T06:24:23,2023-02-17T18:18:44,0.9,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-18,88.2,65.7,72.9,91.8,65.7,73.5,67.6,85,0.001,100,4.17,rain,54.2,12.3,205.5,17.7,8,2023-02-18T06:24:08,2023-02-18T18:18:50,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-19,79.2,67.6,71.3,79.2,67.6,71.3,68.3,90.6,0.216,100,25,rain,82.8,8.2,160.4,13.8,6,2023-02-19T06:23:51,2023-02-19T18:18:56,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-20,78.4,67,70.8,78.4,67,70.8,68.5,93,0.249,100,29.17,rain,96.2,8.4,115.9,10,7,2023-02-20T06:23:34,2023-02-20T18:19:01,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-21,86.8,66.1,73.1,91,66.1,73.6,68,85.4,0.048,100,29.17,rain,70.8,10,214.4,18.7,8,2023-02-21T06:23:16,2023-02-21T18:19:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-22,86.7,63.7,72.3,86.7,63.7,72.5,65.3,80.7,0.016,100,16.67,rain,61.2,12.5,222,19.3,8,2023-02-22T06:22:58,2023-02-22T18:19:10,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43441099999,43444099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-23,85.2,64.3,72.8,89,64.3,73.2,66.1,80.6,0.04,100,25,rain,70.4,13.7,219.7,18.9,7,2023-02-23T06:22:39,2023-02-23T18:19:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-24,84.6,64.1,72.5,89.2,64.1,72.9,67.1,84.1,0.002,100,4.17,rain,75.7,13.2,217.9,18.8,8,2023-02-24T06:22:19,2023-02-24T18:19:16,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-25,87,66.8,73.4,91.7,66.8,73.9,68.2,84.9,0.002,100,8.33,rain,63.1,11.2,218.6,19,7,2023-02-25T06:21:58,2023-02-25T18:19:19,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-26,84.7,63.1,70.8,85.9,63.1,71,62.7,77.6,0,0,0,,44.1,13.1,285.6,24.6,10,2023-02-26T06:21:37,2023-02-26T18:19:21,0.2,Partially cloudy,Clearing in the afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-27,80.7,59.4,68.6,83.3,59.4,68.7,64.2,86.5,0.159,100,12.5,rain,73.1,13.1,217.9,18.7,7,2023-02-27T06:21:15,2023-02-27T18:19:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-02-28,76.9,66.1,70.2,76.9,66.1,70.2,67.9,92.8,0.298,100,25,rain,87.9,11.4,133,11.4,6,2023-02-28T06:20:53,2023-02-28T18:19:23,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-01,80.5,67,71.7,84.4,67,71.9,68.3,89.5,0.081,100,25,rain,92.7,11.8,184.3,16,8,2023-03-01T06:20:30,2023-03-01T18:19:23,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-02,82,65.6,71.8,83.6,65.6,72,66,82.5,0.008,100,8.33,rain,88.3,14,233.3,20.2,8,2023-03-02T06:20:06,2023-03-02T18:19:23,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-03,85.5,64.1,71.1,90,64.1,71.3,66.3,85.5,0.042,100,8.33,rain,81.5,12,192.9,16.6,7,2023-03-03T06:19:42,2023-03-03T18:19:23,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-04,78.9,66.6,71.5,78.9,66.6,71.5,68.7,91.3,0.084,100,12.5,rain,88.9,11.1,121.2,10.4,6,2023-03-04T06:19:18,2023-03-04T18:19:22,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-05,84.6,67.4,73.1,87.4,67.4,73.5,67.9,84.7,0.002,100,4.17,rain,89.3,14.1,173.5,14.9,7,2023-03-05T06:18:53,2023-03-05T18:19:20,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-06,87.9,65.4,72.9,91.5,65.4,73.2,68.1,86.1,0.056,100,12.5,rain,57,14.1,228.2,19.8,9,2023-03-06T06:18:27,2023-03-06T18:19:18,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-07,87.3,66.8,73.5,89.6,66.8,73.8,67.7,83.9,0.002,100,4.17,rain,53.6,14,224,19.3,8,2023-03-07T06:18:01,2023-03-07T18:19:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-08,87.8,66.1,73.5,92.4,66.1,74,67.4,82.2,0,0,0,,44.2,14.1,212,18.3,8,2023-03-08T06:17:35,2023-03-08T18:19:14,0.53,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-09,89.4,66.3,73.9,93.6,66.3,74.3,67.8,82.5,0.032,100,29.17,rain,52.6,13.4,225.2,19.6,8,2023-03-09T06:17:08,2023-03-09T18:19:11,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-10,81.1,68.4,72.8,85.3,68.4,73,69,88,0.058,100,8.33,rain,95,13.3,160.1,14,6,2023-03-10T06:16:41,2023-03-10T18:19:07,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-11,87.2,67.9,73.6,91.5,67.9,73.9,68.7,85.5,0,0,0,,85.2,14.1,208.1,17.9,8,2023-03-11T06:16:13,2023-03-11T18:19:04,0.63,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-12,82.4,67.7,72.6,87.1,67.7,72.8,68.4,87.4,0.002,100,8.33,rain,80.7,12.5,189,16.4,7,2023-03-12T06:15:45,2023-03-12T18:19:00,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-13,87.3,66.8,73.6,91.5,66.8,74.1,68.5,85.4,0.008,100,8.33,rain,73.8,12.2,165.3,14.5,8,2023-03-13T06:15:17,2023-03-13T18:18:56,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-14,87.7,64.5,72.9,92.3,64.5,73.4,67.6,84.8,0.26,100,8.33,rain,59.8,13,235.9,20.3,9,2023-03-14T06:14:48,2023-03-14T18:18:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-15,86.9,64.3,73.2,93,64.3,73.8,68.8,87.1,0.156,100,8.33,rain,87,11.9,234.5,20.4,9,2023-03-15T06:14:20,2023-03-15T18:18:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-16,87.6,67.9,74.1,93.6,67.9,74.8,69.8,87.6,0.126,100,12.5,rain,88.5,13.3,202.1,17.6,8,2023-03-16T06:13:51,2023-03-16T18:18:42,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-17,89.1,65.4,74.4,92.3,65.4,74.9,67.1,80.3,0,0,0,,46.3,12.9,288.4,24.9,10,2023-03-17T06:13:21,2023-03-17T18:18:37,0.84,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-18,89.5,66.3,74,95.3,66.3,74.9,68.6,84.8,1.383,100,8.33,rain,54.9,12.9,269.4,23.2,10,2023-03-18T06:12:52,2023-03-18T18:18:32,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-03-19,87.7,65.7,74.1,92,65.7,75.1,69.3,86,0.102,100,16.67,rain,72.5,13,205.2,17.4,8,2023-03-19T06:12:22,2023-03-19T18:18:27,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
