name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,stations,source
"Kandy, Sri Lanka",2023-12-20,80.6,69.9,73.3,85.2,69.9,73.4,70.5,91.3,0.149,100,25,rain,76.2,14,152.5,13.1,6,2023-12-20T06:13:53,2023-12-20T17:55:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-21,86.3,68.3,74.5,93.9,68.3,75.2,69.5,85.3,0.032,100,25,rain,49.3,14.1,211.3,18.2,8,2023-12-21T06:14:23,2023-12-21T17:56:16,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-22,86.9,69,74,92,69,74.6,68.1,82.8,0.001,100,4.17,rain,74.1,12,205.9,18,8,2023-12-22T06:14:53,2023-12-22T17:56:46,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-23,87.3,65.4,73.8,92.3,65.4,74.3,66.6,79.2,0,0,0,,79.8,14.1,198.4,17.2,8,2023-12-23T06:15:23,2023-12-23T17:57:16,0.37,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-24,82,67.9,73.2,86.8,67.9,73.6,68.8,86.6,0.015,100,12.5,rain,67.6,13.4,193.8,16.6,7,2023-12-24T06:15:52,2023-12-24T17:57:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-25,78.5,67.6,72,78.5,67.6,72,67.8,87.2,0.056,100,29.17,rain,46.9,14.3,197.3,16.9,7,2023-12-25T06:16:21,2023-12-25T17:58:17,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,remote,obs
"Kandy, Sri Lanka",2023-12-26,78.5,65.9,71.6,78.5,65.9,71.6,68,88.9,0.14,100,58.33,rain,80.1,12.7,181.1,15.5,7,2023-12-26T06:16:50,2023-12-26T17:58:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2023-12-27,80.7,68.8,72.8,85.7,68.8,73.1,71.1,94.4,0.846,100,33.33,rain,90.6,8.5,128,10.9,4,2023-12-27T06:17:18,2023-12-27T17:59:18,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-28,76.9,69.9,71.9,76.9,69.9,71.9,70.6,95.8,0.769,100,33.33,rain,97.4,6.5,128.1,11.1,6,2023-12-28T06:17:46,2023-12-28T17:59:49,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-29,77.1,69.2,71.3,77.1,69.2,71.3,70,95.9,0.844,100,33.33,rain,99.5,11.4,96.9,8.2,4,2023-12-29T06:18:14,2023-12-29T18:00:20,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-30,81,68.8,72.5,86.1,68.8,72.7,69.9,91.8,0.89,100,25,rain,95.5,13.3,148.6,12.7,7,2023-12-30T06:18:41,2023-12-30T18:00:52,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2023-12-31,79.5,68.3,72.1,79.5,68.3,72.1,69.5,91.9,0.052,100,20.83,rain,87.4,10.8,160.5,13.8,7,2023-12-31T06:19:07,2023-12-31T18:01:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-01,78.7,68.4,71.2,78.7,68.4,71.2,70,96.1,1.385,100,25,rain,95.6,8.8,105.5,9.1,6,2024-01-01T06:19:33,2024-01-01T18:01:54,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-02,84.2,59.7,72.2,91.1,59.7,72.7,68.9,89.7,0.207,100,8.33,rain,91.6,7.4,113.6,9.8,5,2024-01-02T06:19:59,2024-01-02T18:02:25,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-03,85.3,67,74,92,67,74.8,69.7,87.1,0.001,100,4.17,rain,62.2,11.8,182.5,15.8,6,2024-01-03T06:20:23,2024-01-03T18:02:56,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-04,85.6,66.6,74.3,91.5,66.6,75.1,69.5,86,0.002,100,8.33,rain,56.5,12.9,203.5,17.5,7,2024-01-04T06:20:48,2024-01-04T18:03:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-05,85.8,68.4,74.5,91.7,68.4,75.3,69.8,86.1,0.004,100,8.33,rain,60.9,10.6,195.8,16.8,8,2024-01-05T06:21:11,2024-01-05T18:03:58,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-06,86,68.6,74.1,92.6,68.6,74.7,69.9,87.5,0.457,100,16.67,rain,71.4,11.8,210.2,18.1,8,2024-01-06T06:21:34,2024-01-06T18:04:29,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-07,84.9,68.8,74,92.8,68.8,74.5,70.6,89.9,0.041,100,12.5,rain,70.1,12.2,180,15.6,7,2024-01-07T06:21:56,2024-01-07T18:05:00,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-08,78.7,68.8,72.1,78.7,68.8,72.1,70.1,93.6,0.195,100,29.17,rain,92.2,13.5,163.9,14.3,7,2024-01-08T06:22:18,2024-01-08T18:05:30,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-09,79.5,68.3,71,79.5,68.3,71,69.6,95.4,1.337,100,33.33,rain,99.1,8.4,78.5,6.7,3,2024-01-09T06:22:39,2024-01-09T18:06:00,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-10,76.9,68.3,70.6,76.9,68.3,70.6,69.3,95.7,0.401,100,29.17,rain,99.4,4.5,76.3,6.6,3,2024-01-10T06:22:59,2024-01-10T18:06:30,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-11,82.4,67,71.9,88.3,67,72.3,69.5,92.5,0.048,100,12.5,rain,95,8.4,92.4,7.8,4,2024-01-11T06:23:18,2024-01-11T18:06:59,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-12,85.4,67.4,72.8,89.6,67.4,73.3,67.6,84.4,0.02,100,20.83,rain,70.6,14.1,211.8,18.4,8,2024-01-12T06:23:36,2024-01-12T18:07:28,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-13,84.2,65.7,72.3,87.6,65.7,72.6,67.3,85.4,0.028,100,25,rain,52.6,14.1,196.9,17.2,7,2024-01-13T06:23:54,2024-01-13T18:07:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-14,83.3,64.5,71,86.9,64.5,71.2,65.8,84.3,0.012,100,12.5,rain,56.7,13.7,210.9,18.3,7,2024-01-14T06:24:11,2024-01-14T18:08:25,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-15,81.6,61.8,69.2,82.5,61.8,69.3,62.2,79.7,0,0,0,,63.8,13.9,224.6,19.5,8,2024-01-15T06:24:27,2024-01-15T18:08:53,0.13,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-16,81.3,59.4,69.1,83.4,59.4,69.3,63.2,82.4,0.004,100,4.17,rain,47.8,14,206.9,17.7,7,2024-01-16T06:24:42,2024-01-16T18:09:21,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-17,81.8,62.3,71.6,85.6,62.3,72,66.7,85.6,0,0,0,rain,53.3,13.4,219,19,8,2024-01-17T06:24:56,2024-01-17T18:09:48,0.2,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-18,87.8,66.6,74.1,95.3,66.6,74.9,69.3,86.3,0.354,100,12.5,rain,54.3,10.2,199.6,17.3,7,2024-01-18T06:25:09,2024-01-18T18:10:15,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-19,80.9,68.6,72.4,85.5,68.6,72.8,69.7,91.6,0.51,100,8.33,rain,74.6,11.2,193.9,16.7,7,2024-01-19T06:25:22,2024-01-19T18:10:41,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-20,87.4,68.6,73.6,95.1,68.6,74.3,70,89.2,0.032,100,4.17,rain,61.4,13.8,189.8,16.3,7,2024-01-20T06:25:33,2024-01-20T18:11:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-21,87,68.4,74.9,94,68.4,75.8,69.9,85.4,0.039,100,8.33,rain,51.6,12,213.6,18.5,7,2024-01-21T06:25:43,2024-01-21T18:11:31,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"43479099999,43486099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-22,88.9,67.4,74.8,94.2,67.4,75.6,68.8,82.6,0,0,0,,41.6,14.1,229.4,19.7,8,2024-01-22T06:25:53,2024-01-22T18:11:56,0.38,Partially cloudy,Becoming cloudy in the afternoon.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-23,87.5,64.3,73.1,91.1,64.3,73.6,66.2,80.6,0.004,100,4.17,rain,36.8,14,201.6,17.3,7,2024-01-23T06:26:02,2024-01-23T18:12:20,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-24,86.1,60,70.8,87.5,60,71,62.3,76.8,0,0,0,,16.3,14.1,265.9,23.1,9,2024-01-24T06:26:09,2024-01-24T18:12:43,0.45,Clear,Clear conditions throughout the day.,"43479099999,43476099999,43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-25,86,58.7,69.8,88.1,58.7,70.1,61.5,76.8,0,0,0,,27.6,14.1,280,24.4,9,2024-01-25T06:26:16,2024-01-25T18:13:05,0.5,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-26,86.2,60.9,71,89.3,60.9,71.3,64.3,80.8,0.024,100,25,rain,37.9,14.1,216.1,18.8,8,2024-01-26T06:26:22,2024-01-26T18:13:28,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-27,86.2,64.1,72.5,89.3,64.1,72.9,66.7,83.2,0.02,100,20.83,rain,44.3,12.6,226.9,19.6,7,2024-01-27T06:26:26,2024-01-27T18:13:49,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"43479099999,43476099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-01-28,81.6,67.9,72.6,85.9,67.9,72.8,68.8,88.1,0.003,100,8.33,rain,67.8,11.6,177.5,15.4,7,2024-01-28T06:26:30,2024-01-28T18:14:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-29,77.6,67.4,71.4,77.6,67.4,71.4,68.5,91,0.001,100,4.17,rain,85.3,9,108.7,9.4,5,2024-01-29T06:26:33,2024-01-29T18:14:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-30,83.5,67.7,73.1,90.1,67.7,73.6,69.9,90.3,0,0,0,rain,86.3,10,159.3,13.8,7,2024-01-30T06:26:35,2024-01-30T18:14:49,0.65,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-01-31,85.6,69.2,73.1,93.5,69.2,73.4,70.2,91.3,1.051,100,20.83,rain,82.6,9.2,141.8,12.3,5,2024-01-31T06:26:36,2024-01-31T18:15:08,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-01,82.1,67.6,72.7,88,67.6,73,69.3,89.5,0.985,100,12.5,rain,63.7,11.7,208,18,7,2024-02-01T06:26:35,2024-02-01T18:15:26,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-02,85.2,65.9,73.8,90.1,65.9,74.6,68.5,84.8,0.001,100,4.17,rain,64.7,9.3,249.5,21.6,9,2024-02-02T06:26:34,2024-02-02T18:15:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-03,87,67,73.9,87.9,67,74.3,65.8,77.9,0,0,0,,25.4,14.2,271.2,23.4,9,2024-02-03T06:26:32,2024-02-03T18:16:00,0.75,Partially cloudy,Partly cloudy throughout the day.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-04,84.8,65.6,72.1,90.4,65.6,72.3,68.4,88.9,1,100,4.17,rain,49.3,13.3,195.5,17.1,8,2024-02-04T06:26:29,2024-02-04T18:16:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"43479099999,43476099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-05,94.4,69.2,73.5,108.2,69.2,74.1,69.8,89,0.001,100,4.17,rain,91.7,9.8,213.1,18.4,8,2024-02-05T06:26:25,2024-02-05T18:16:32,0.85,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,"43479099999,43486099999,43444099999,43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-06,80.7,67.7,72.9,85.8,67.7,73.3,67.3,83.6,0.012,100,12.5,rain,64.2,11.5,246.6,21.3,8,2024-02-06T06:26:20,2024-02-06T18:16:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-07,79.2,64.5,70.9,79.2,64.5,70.9,64.7,81.8,0,0,0,,21.9,12.2,242.9,20.9,8,2024-02-07T06:26:15,2024-02-07T18:17:00,0.91,Partially cloudy,Partly cloudy throughout the day.,"43441099999,remote",obs
"Kandy, Sri Lanka",2024-02-08,79.6,61.8,70.1,79.6,61.8,70.1,62.4,78.3,0,0,0,,53.5,15,283.5,24.5,10,2024-02-08T06:26:08,2024-02-08T18:17:14,0.94,Partially cloudy,Becoming cloudy in the afternoon.,remote,obs
"Kandy, Sri Lanka",2024-02-09,79.2,61.6,69.8,79.2,61.6,69.8,62.6,78.6,0,0,0,,53.6,15,264.7,22.8,9,2024-02-09T06:26:00,2024-02-09T18:17:26,0.98,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-10,78.3,59.3,69.9,78.3,59.3,69.9,65,85.1,0.004,100,4.17,rain,37,14.7,241.1,20.8,8,2024-02-10T06:25:52,2024-02-10T18:17:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-02-11,78.2,64.1,70.3,78.2,64.1,70.3,65.4,85.5,0.008,100,8.33,rain,68.1,15,219.8,19,8,2024-02-11T06:25:42,2024-02-11T18:17:49,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,remote,obs
"Kandy, Sri Lanka",2024-02-12,79.4,66.1,71.7,79.4,66.1,71.7,67.6,87.7,0.056,100,37.5,rain,74,13.2,196.7,16.9,7,2024-02-12T06:25:32,2024-02-12T18:18:00,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2024-02-13,78.5,67.6,72.4,78.5,67.6,72.4,68.5,88.1,0.104,100,70.83,rain,59.8,14.7,210.9,18.2,8,2024-02-13T06:25:21,2024-02-13T18:18:10,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2024-02-14,77.1,69.3,72,77.1,69.3,72,69.1,90.8,0.116,100,79.17,rain,72.2,8,212.2,18.5,8,2024-02-14T06:25:09,2024-02-14T18:18:19,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-15,77.3,69.3,72.5,77.3,69.3,72.5,69.8,91.5,0.128,100,70.83,rain,78.6,9,175.3,15.2,6,2024-02-15T06:24:56,2024-02-15T18:18:28,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-16,75.1,68.4,70.9,75.1,68.4,70.9,68.9,93.5,0.1,100,45.83,rain,60.9,10,186,15.9,8,2024-02-16T06:24:42,2024-02-16T18:18:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-17,81.6,67.6,72.8,85.2,67.6,73.1,68.7,87.7,0.016,100,16.67,rain,61.2,9.2,222.4,19.1,9,2024-02-17T06:24:27,2024-02-17T18:18:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,remote,obs
"Kandy, Sri Lanka",2024-02-18,80.3,64.7,72.2,82.6,64.7,72.3,65.7,81.3,0,0,0,,75.6,13.5,257.1,22.3,9,2024-02-18T06:24:12,2024-02-18T18:18:49,0.29,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-19,91.5,55.5,71.5,97.7,55.5,71.9,64,79.3,0,0,0,,50.3,10.6,244.4,21.1,9,2024-02-19T06:23:56,2024-02-19T18:18:55,0.32,Partially cloudy,Clearing in the afternoon.,"43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-02-20,81.8,67.9,73.8,85.3,67.9,74.5,68.4,84.2,0.052,100,29.17,rain,54,10.8,220.9,19.2,8,2024-02-20T06:23:39,2024-02-20T18:19:01,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2024-02-21,82.8,67.6,74.3,84.7,67.6,74.7,67.1,80.1,0,0,0,,45.6,14.6,262.8,22.8,9,2024-02-21T06:23:21,2024-02-21T18:19:05,0.39,Partially cloudy,Clearing in the afternoon.,remote,obs
"Kandy, Sri Lanka",2024-02-22,84.8,65.4,75.1,86.2,65.4,75.8,66.1,75.7,0,0,0,rain,52.1,14.2,253.2,21.8,9,2024-02-22T06:23:03,2024-02-22T18:19:10,0.42,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-23,83.2,68.1,75.6,86.3,68.1,76.4,68.1,78.9,0.016,100,16.67,rain,32.2,14.5,267.1,22.9,9,2024-02-23T06:22:44,2024-02-23T18:19:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2024-02-24,82.5,68.8,74.3,84.4,68.8,74.6,67.6,81.5,0,0,0,rain,44.1,14.2,260.4,22.5,9,2024-02-24T06:22:24,2024-02-24T18:19:16,0.5,Partially cloudy,Clearing in the afternoon.,remote,obs
"Kandy, Sri Lanka",2024-02-25,80.1,63.1,72.3,82.6,63.1,72.5,65.8,81.4,0,0,0,rain,13.4,15,261.3,22.6,9,2024-02-25T06:22:04,2024-02-25T18:19:19,0.53,Clear,Clear conditions throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-02-26,80.3,68.3,73.5,83.3,68.3,73.6,68.9,86.2,0.039,100,4.17,rain,69.8,14.7,231.5,20,8,2024-02-26T06:21:43,2024-02-26T18:19:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-02-27,80.5,57.8,72.9,83.4,57.8,73.1,68.3,86.4,0.152,100,87.5,rain,65.9,13.3,215,18.7,8,2024-02-27T06:21:21,2024-02-27T18:19:22,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-02-28,79.4,69,73.1,79.4,69,73.1,68.5,86,0.136,100,75,rain,89.9,11,219.8,19,8,2024-02-28T06:20:59,2024-02-28T18:19:23,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"43486099999,43444099999,43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-02-29,81.2,65.7,72.5,83.8,65.7,72.7,66.7,83.1,0,0,0,,72.8,15,238.2,20.4,8,2024-02-29T06:20:36,2024-02-29T18:19:24,0.66,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-01,81.2,66.5,73,83.8,66.5,73.4,67.2,83.1,0.028,100,29.17,rain,99.6,13.6,234.8,20.4,9,2024-03-01T06:20:13,2024-03-01T18:19:24,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,remote,obs
"Kandy, Sri Lanka",2024-03-02,82.8,65.2,73.2,85,65.2,73.6,65.4,77.6,0,0,0,,77.2,15,256.7,22.1,8,2024-03-02T06:19:49,2024-03-02T18:19:23,0.73,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-03,80.5,61.8,72.4,82.8,61.8,72.6,64.6,78.5,0,0,0,,55.1,14.9,257.1,22.1,9,2024-03-03T06:19:24,2024-03-03T18:19:22,0.75,Partially cloudy,Partly cloudy throughout the day.,"43441099999,remote",obs
"Kandy, Sri Lanka",2024-03-04,83.2,62.3,72.3,82.8,62.3,72.2,61.9,74,0,0,0,,26.9,15,293.2,25,10,2024-03-04T06:18:59,2024-03-04T18:19:21,0.79,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-05,83.7,63.8,73.3,84.9,63.8,73.4,64.4,76.5,0,0,0,,69.7,15,287.4,24.7,10,2024-03-05T06:18:34,2024-03-05T18:19:19,0.83,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-06,82.8,67.7,74.1,84.6,67.7,74.4,66.9,80.1,0,0,0,rain,97.5,15,218.9,18.9,9,2024-03-06T06:18:08,2024-03-06T18:19:17,0.86,Overcast,Cloudy skies throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-07,97.8,61.1,75,102.3,61.1,75.7,65.9,76.2,0,0,0,,96.4,14.4,254.1,21.9,9,2024-03-07T06:17:42,2024-03-07T18:19:15,0.9,Overcast,Cloudy skies throughout the day.,"43441099999,43473099999,remote",obs
"Kandy, Sri Lanka",2024-03-08,85,66.6,75.3,86.3,66.6,75.6,65,72.4,0.004,100,4.17,rain,59.9,15,289.5,24.9,10,2024-03-08T06:17:15,2024-03-08T18:19:12,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,remote,obs
"Kandy, Sri Lanka",2024-03-09,85,63.9,75.2,83.8,63.9,74.9,60,63.4,0,0,0,,49.1,14.6,312.3,27.2,10,2024-03-09T06:16:48,2024-03-09T18:19:09,0.96,Partially cloudy,Partly cloudy throughout the day.,"43486099999,remote",obs
"Kandy, Sri Lanka",2024-03-10,84.5,65.4,74.3,83.5,65.4,74.1,59.4,62.9,0,0,0,,1,15,314.9,27.2,10,2024-03-10T06:16:20,2024-03-10T18:19:05,0,Clear,Clear conditions throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-11,83,63.8,72.9,84.4,63.8,73.3,62.4,71.3,0,0,0,,35.8,15,295.4,25.6,10,2024-03-11T06:15:52,2024-03-11T18:19:02,0.03,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-12,84.6,65.6,74.6,87,65.6,75.1,65.1,74.2,0,0,0,,38.8,15,287.8,24.7,10,2024-03-12T06:15:24,2024-03-12T18:18:58,0.06,Partially cloudy,Becoming cloudy in the afternoon.,remote,obs
"Kandy, Sri Lanka",2024-03-13,85.9,63.8,75.1,85.2,63.8,75,62.1,68,0,0,0,rain,76.3,14.7,294,25.3,10,2024-03-13T06:14:56,2024-03-13T18:18:53,0.1,Partially cloudy,Partly cloudy throughout the day.,remote,obs
"Kandy, Sri Lanka",2024-03-14,87.3,66.6,76.6,87.4,66.6,76.9,64.3,68.6,0,0,0,rain,34.2,15,297.8,25.7,10,2024-03-14T06:14:27,2024-03-14T18:18:49,0.13,Partially cloudy,Partly cloudy throughout the day.,remote,obs
